,tconst,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
34184,tt0034798,The Glass Key,The Glass Key,0,1942,1942,85,"Crime,Drama,Film-Noir",7.0,6896.0
34194,tt0034808,Grand Central Murder,Grand Central Murder,0,1942,1942,73,"Comedy,Crime,Drama",6.5,1022.0
34214,tt0034828,The Hard Way,The Hard Way,0,1943,1943,109,"Drama,Musical,Romance",7.1,1368.0
34248,tt0034862,Holiday Inn,Holiday Inn,0,1942,1942,100,"Comedy,Drama,Music",7.3,16201.0
34267,tt0034881,I Married a Witch,I Married a Witch,0,1942,1942,77,"Comedy,Fantasy,Romance",7.1,8722.0
34275,tt0034889,In Old California,In Old California,0,1942,1942,88,"Drama,Western",6.3,1421.0
34276,tt0034890,In This Our Life,In This Our Life,0,1942,1942,97,Drama,7.3,4960.0
34277,tt0034891,In Which We Serve,In Which We Serve,0,1942,1942,115,"Drama,War",7.2,6079.0
34288,tt0034902,Invisible Agent,Invisible Agent,0,1942,1942,81,"Action,Adventure,Romance",6.0,2443.0
34308,tt0034922,Journey Into Fear,Journey Into Fear,0,1943,1943,68,"Drama,Film-Noir,Thriller",6.5,4470.0
34314,tt0034928,The Jungle Book,Jungle Book,0,1942,1942,108,"Action,Adventure,Family",6.7,4402.0
34322,tt0034936,Keeper of the Flame,Keeper of the Flame,0,1942,1942,100,"Drama,Mystery",6.7,2939.0
34327,tt0034941,Kid Glove Killer,Kid Glove Killer,0,1942,1942,74,"Crime,Drama,Film-Noir",6.8,1099.0
34332,tt0034946,Kings Row,Kings Row,0,1942,1942,127,Drama,7.5,4646.0
34350,tt0034965,"Larceny, Inc","Larceny, Inc",0,1942,1942,95,Comedy,7.3,2917.0
34394,tt0035009,The Mad Monster,The Mad Monster,0,1942,1942,77,"Drama,Horror,Romance",3.5,1827.0
34400,tt0035015,The Magnificent Ambersons,The Magnificent Ambersons,0,1942,1942,88,"Drama,Romance",7.6,25505.0
34402,tt0035017,Carnival of Sinners,La main du diable,0,1943,1943,78,"Fantasy,Horror",7.4,1652.0
34404,tt0035019,The Major and the Minor,The Major and the Minor,0,1942,1942,100,"Comedy,Romance",7.4,7224.0
34405,tt0035020,The Male Animal,The Male Animal,0,1942,1942,101,"Comedy,Romance",6.6,1370.0
34419,tt0035034,Manpower,Manpower,0,1941,1941,104,"Comedy,Drama",6.6,1583.0
34466,tt0035082,Moontide,Moontide,0,1942,1942,94,"Crime,Drama,Film-Noir",6.8,2012.0
34477,tt0035093,Mrs. Miniver,Mrs. Miniver,0,1942,1942,134,"Drama,Romance,War",7.6,18433.0
34480,tt0035096,The Mummy's Tomb,The Mummy's Tomb,0,1942,1942,61,"Drama,Fantasy,Horror",5.5,3522.0
34484,tt0035100,My Favorite Blonde,My Favorite Blonde,0,1942,1942,78,Comedy,7.0,1452.0
34489,tt0035105,My Sister Eileen,My Sister Eileen,0,1942,1942,96,Comedy,7.0,1619.0
34508,tt0035124,Night Monster,Night Monster,0,1942,1942,73,"Adventure,Crime,Drama",6.2,1555.0
34524,tt0035140,"Now, Voyager","Now, Voyager",0,1942,1942,117,"Drama,Romance",7.9,17834.0
34535,tt0035151,Once Upon a Honeymoon,Once Upon a Honeymoon,0,1942,1942,117,"Adventure,Comedy,Drama",6.4,3036.0
34537,tt0035153,One of Our Aircraft Is Missing,One of Our Aircraft Is Missing,0,1942,1942,102,"Action,Adventure,Drama",7.0,2356.0
34541,tt0035157,Orchestra Wives,Orchestra Wives,0,1942,1942,98,"Drama,Musical,Romance",6.8,1066.0
34544,tt0035160,Obsession,Ossessione,0,1943,1943,140,"Crime,Drama,Romance",7.6,7895.0
34553,tt0035169,The Palm Beach Story,The Palm Beach Story,0,1942,1942,88,"Comedy,Romance",7.5,12317.0
34557,tt0035173,Pardon My Sarong,Pardon My Sarong,0,1942,1942,84,Comedy,6.8,2343.0
34578,tt0035195,Pittsburgh,Pittsburgh,0,1942,1942,92,"Action,Drama,Romance",6.4,1387.0
34592,tt0035209,Why We Fight,Prelude to War,0,1942,1942,52,"Documentary,War",7.0,2292.0
34594,tt0035211,The Pride of the Yankees,The Pride of the Yankees,0,1942,1942,128,"Biography,Drama,Romance",7.6,11349.0
34610,tt0035228,The Courtyard of the Ballads,O Pátio das Cantigas,0,1942,1942,121,"Comedy,Musical",7.8,1236.0
34620,tt0035238,Random Harvest,Random Harvest,0,1942,1942,126,"Drama,Romance",7.9,7948.0
34625,tt0035244,Reap the Wild Wind,Reap the Wild Wind,0,1942,1942,123,"Action,Adventure,Drama",6.6,3375.0
34631,tt0035250,Reunion in France,Reunion in France,0,1942,1942,104,"Drama,Romance,War",6.3,1794.0
34633,tt0035252,Ride 'Em Cowboy,Ride 'Em Cowboy,0,1942,1942,82,"Comedy,Drama,Music",6.5,1672.0
34640,tt0035259,Rio Rita,Rio Rita,0,1942,1942,91,"Comedy,Music,War",6.0,1245.0
34643,tt0035262,Road to Morocco,Road to Morocco,0,1942,1942,82,"Adventure,Comedy,Family",7.0,5548.0
34653,tt0035272,Roxie Hart,Roxie Hart,0,1942,1942,75,Comedy,6.9,1821.0
34660,tt0035279,Saboteur,Saboteur,0,1942,1942,109,"Thriller,War",7.1,26640.0
34698,tt0035317,Sherlock Holmes and the Secret Weapon,Sherlock Holmes and the Secret Weapon,0,1942,1942,68,"Adventure,Crime,Drama",6.5,6193.0
34699,tt0035318,Sherlock Holmes and the Voice of Terror,Sherlock Holmes and the Voice of Terror,0,1942,1942,65,"Crime,Mystery,Thriller",6.4,4823.0
34740,tt0035360,Son of Fury: The Story of Benjamin Blake,Son of Fury: The Story of Benjamin Blake,0,1942,1942,98,"Drama,Romance",7.1,1730.0
34749,tt0035369,The Spoilers,The Spoilers,0,1942,1942,87,"Drama,Western",6.7,3069.0
34795,tt0035415,Tales of Manhattan,Tales of Manhattan,0,1942,1942,118,"Comedy,Drama,Romance",7.3,2394.0
34797,tt0035417,The Talk of the Town,The Talk of the Town,0,1942,1942,118,"Comedy,Drama,Romance",7.5,8651.0
34799,tt0035419,Tarzan's New York Adventure,Tarzan's New York Adventure,0,1942,1942,71,"Action,Adventure",6.5,3417.0
34803,tt0035423,Kate & Leopold,Kate & Leopold,0,2001,2001,118,"Comedy,Fantasy,Romance",6.4,86295.0
34809,tt0035429,Went the Day Well?,Went the Day Well?,0,1942,1942,92,"Thriller,War",7.5,4020.0
34811,tt0035431,This Above All,This Above All,0,1942,1942,110,"Drama,Romance,War",6.7,1282.0
34812,tt0035432,This Gun for Hire,This Gun for Hire,0,1942,1942,81,"Crime,Drama,Film-Noir",7.4,9901.0
34826,tt0035446,To Be or Not to Be,To Be or Not to Be,0,1942,1942,99,"Comedy,Romance,War",8.2,39055.0
34839,tt0035460,Tortilla Flat,Tortilla Flat,0,1942,1942,105,"Comedy,Drama,Romance",6.2,1965.0
34868,tt0035489,The Undying Monster,The Undying Monster,0,1942,1942,63,"Drama,Horror,Mystery",6.1,1400.0
34900,tt0035521,Les Visiteurs du Soir,Les visiteurs du soir,0,1942,1942,120,"Drama,Fantasy,Romance",7.3,2342.0
34909,tt0035530,Wake Island,Wake Island,0,1942,1942,88,"Action,Drama,War",6.7,2089.0
34933,tt0035555,Who Done It?,Who Done It?,0,1942,1942,77,"Comedy,Mystery",7.3,2574.0
34945,tt0035567,Woman of the Year,Woman of the Year,0,1942,1942,114,"Comedy,Drama,Romance",7.1,10516.0
34953,tt0035575,Yankee Doodle Dandy,Yankee Doodle Dandy,0,1942,1942,126,"Biography,Drama,Family",7.6,16060.0
34960,tt0035583,You Were Never Lovelier,You Were Never Lovelier,0,1942,1942,97,"Comedy,Musical,Romance",7.2,3830.0
34982,tt0035605,Above Suspicion,Above Suspicion,0,1943,1943,90,"Drama,Music,Thriller",6.5,2312.0
34985,tt0035608,Action in the North Atlantic,Action in the North Atlantic,0,1943,1943,126,"Drama,War",7.0,4410.0
34989,tt0035612,The Adventures of Tartu,The Adventures of Tartu,0,1943,1943,103,"Drama,Romance,Thriller",7.0,1054.0
34993,tt0035616,Air Force,Air Force,0,1943,1943,124,"Action,Drama,History",7.0,3606.0
34994,tt0035617,Air Raid Wardens,Air Raid Wardens,0,1943,1943,67,Comedy,6.1,1168.0
35013,tt0035636,Angels of Sin,Les anges du péché,0,1943,1943,97,Drama,7.3,1666.0
35017,tt0035640,The Ape Man,The Ape Man,0,1943,1943,64,"Drama,Horror,Sci-Fi",4.3,1393.0
35035,tt0035659,Background to Danger,Background to Danger,0,1943,1943,80,"Drama,Thriller,War",6.4,1443.0
35040,tt0035664,Bataan,Bataan,0,1943,1943,114,"Drama,History,War",6.9,2539.0
35041,tt0035665,Batman,Batman,0,1943,1943,260,"Action,Crime,Family",6.1,2303.0
35078,tt0035703,Cabin in the Sky,Cabin in the Sky,0,1943,1943,98,"Comedy,Drama,Fantasy",7.1,3150.0
35081,tt0035706,Calling Dr. Death,Calling Dr. Death,0,1943,1943,63,"Film-Noir,Horror,Mystery",6.1,1148.0
35126,tt0035751,The Constant Nymph,The Constant Nymph,0,1943,1943,112,"Drama,Music,Mystery",6.7,1478.0
35128,tt0035753,Le Corbeau,Le corbeau,0,1943,1943,92,"Crime,Drama,Mystery",7.8,10355.0
35138,tt0035763,Crash Dive,Crash Dive,0,1943,1943,106,"Drama,War",6.4,1627.0
35144,tt0035770,Cry 'Havoc',Cry 'Havoc',0,1943,1943,97,"Drama,War",6.9,1121.0
35151,tt0035777,The Dancing Masters,The Dancing Masters,0,1943,1943,63,"Comedy,Romance",6.1,1041.0
35158,tt0035784,Dead Men Walk,Dead Men Walk,0,1943,1943,64,"Drama,Horror",4.7,1585.0
35169,tt0035795,Tarzan's Desert Mystery,Tarzan's Desert Mystery,0,1943,1943,70,"Adventure,Mystery,War",6.1,2173.0
35172,tt0035798,The Desperadoes,The Desperadoes,0,1943,1943,87,"Drama,Western",6.4,1495.0
35173,tt0035799,Destination Tokyo,Destination Tokyo,0,1943,1943,135,"Adventure,History,War",7.1,5377.0
35174,tt0035800,Destroyer,Destroyer,0,1943,1943,99,"Drama,Music,Thriller",6.3,1253.0
35202,tt0035829,Du Barry Was a Lady,Du Barry Was a Lady,0,1943,1943,101,"Comedy,Musical,Romance",6.1,1601.0
35232,tt0035860,The Fallen Sparrow,The Fallen Sparrow,0,1943,1943,94,"Film-Noir,Mystery",6.6,1699.0
35253,tt0035881,Fires Were Started,Fires Were Started,0,1943,1943,63,"Drama,War",6.5,1250.0
35256,tt0035884,Five Graves to Cairo,Five Graves to Cairo,0,1943,1943,96,"Thriller,War",7.3,6328.0
35268,tt0035896,For Whom the Bell Tolls,For Whom the Bell Tolls,0,1943,1943,170,"Adventure,Drama,History",6.8,9701.0
35271,tt0035899,Frankenstein Meets the Wolf Man,Frankenstein Meets the Wolf Man,0,1943,1943,74,"Fantasy,Horror,Sci-Fi",6.4,9316.0
35288,tt0035916,The Gang's All Here,The Gang's All Here,0,1943,1943,103,"Music,Musical,Romance",6.6,1934.0
35308,tt0035937,The Ghost Ship,The Ghost Ship,0,1943,1943,69,"Drama,Mystery,Thriller",6.6,3544.0
35310,tt0035939,Ghosts on the Loose,Ghosts on the Loose,0,1943,1943,67,Comedy,5.0,1461.0
35313,tt0035942,Girl Crazy,Girl Crazy,0,1943,1943,99,"Comedy,Musical",6.8,2100.0
35322,tt0035951,It Happened at the Inn,Goupi Mains Rouges,0,1943,1943,104,"Comedy,Drama,Mystery",7.5,1007.0
35328,tt0035957,Guadalcanal Diary,Guadalcanal Diary,0,1943,1943,93,"Drama,War",6.6,2211.0
35329,tt0035958,'Gung Ho!': The Story of Carlson's Makin Island Raiders,'Gung Ho!': The Story of Carlson's Makin Island Raiders,0,1943,1943,88,"Drama,History,War",6.0,1539.0
35330,tt0035959,A Guy Named Joe,A Guy Named Joe,0,1943,1943,120,"Drama,Fantasy,Romance",6.9,2710.0
35333,tt0035962,The Halfway House,The Halfway House,0,1944,1944,95,"Drama,Fantasy,Mystery",6.6,1062.0
35337,tt0035966,Hangmen Also Die!,Hangmen Also Die!,0,1943,1943,134,"Drama,Film-Noir,Thriller",7.4,5832.0
35350,tt0035979,Heaven Can Wait,Heaven Can Wait,0,1943,1943,112,"Comedy,Drama,Fantasy",7.4,11684.0
35374,tt0036004,Hit the Ice,Hit the Ice,0,1943,1943,82,"Comedy,Music",6.7,1633.0
35392,tt0036022,The Human Comedy,The Human Comedy,0,1943,1943,117,"Comedy,Drama,Family",7.0,2249.0
35397,tt0036027,I Walked with a Zombie,I Walked with a Zombie,0,1943,1943,69,"Drama,Fantasy,Horror",7.0,12890.0
35408,tt0036038,In Old Oklahoma,In Old Oklahoma,0,1943,1943,102,Western,6.4,1370.0
35425,tt0036055,Jitterbugs,Jitterbugs,0,1943,1943,75,"Comedy,Musical",6.2,1299.0
35462,tt0036092,A Lady Takes a Chance,A Lady Takes a Chance,0,1943,1943,86,"Comedy,Romance,Western",6.3,1367.0
35464,tt0036094,Lady of Burlesque,Lady of Burlesque,0,1943,1943,91,"Comedy,Music,Mystery",6.3,2542.0
35468,tt0036098,Lassie Come Home,Lassie Come Home,0,1943,1943,89,"Adventure,Drama,Family",7.1,5664.0
35474,tt0036104,The Leopard Man,The Leopard Man,0,1943,1943,66,"Film-Noir,Horror,Thriller",6.8,5595.0
35481,tt0036112,The Life and Death of Colonel Blimp,The Life and Death of Colonel Blimp,0,1943,1943,163,"Drama,Romance,War",8.0,15422.0
35495,tt0036126,Madame Curie,Madame Curie,0,1943,1943,124,"Biography,Drama,Music",7.2,2998.0
35502,tt0036135,The Man in Grey,The Man in Grey,0,1943,1943,90,"Drama,History,Romance",6.5,1438.0
35519,tt0036152,The Memphis Belle: A Story of a Flying Fortress,The Memphis Belle: A Story of a Flying Fortress,0,1944,1944,45,"Documentary,History,War",7.3,1755.0
35538,tt0036172,The More the Merrier,The More the Merrier,0,1943,1943,104,Comedy,7.7,7027.0
35540,tt0036174,Mr. Lucky,Mr. Lucky,0,1943,1943,100,"Comedy,Crime,Romance",7.1,3347.0
35548,tt0036182,My Friend Flicka,My Friend Flicka,0,1943,1943,89,"Action,Family,Western",6.4,1004.0
35557,tt0036191,The Adventures of Baron Munchausen,Münchhausen,0,1943,1943,110,"Adventure,Comedy,Fantasy",7.0,2076.0
35569,tt0036203,A Night to Remember,A Night to Remember,0,1942,1942,91,"Comedy,Crime,Music",6.6,1230.0
35583,tt0036217,The North Star,The North Star,0,1943,1943,108,"Drama,Romance,War",5.9,1624.0
35584,tt0036218,Northern Pursuit,Northern Pursuit,0,1943,1943,93,"Adventure,Drama,Romance",6.6,1536.0
35596,tt0036230,Old Acquaintance,Old Acquaintance,0,1943,1943,110,"Drama,Music,Romance",7.4,3619.0
35607,tt0036241,The Outlaw,The Outlaw,0,1943,1943,116,"Drama,Western",5.4,4703.0
35610,tt0036244,The Ox-Bow Incident,The Ox-Bow Incident,0,1943,1943,75,"Drama,Western",8.0,23962.0
35626,tt0036260,Phantom Lady,Phantom Lady,0,1944,1944,87,"Crime,Drama,Film-Noir",7.2,5315.0
35627,tt0036261,Phantom of the Opera,Phantom of the Opera,0,1943,1943,92,"Drama,Horror,Music",6.4,7746.0
35641,tt0036275,Presenting Lily Mars,Presenting Lily Mars,0,1943,1943,104,"Comedy,Drama,Musical",6.8,1189.0
35643,tt0036277,Princess O'Rourke,Princess O'Rourke,0,1943,1943,94,"Comedy,Romance",6.7,1445.0
35689,tt0036323,Sahara,Sahara,0,1943,1943,97,"Action,Drama,War",7.5,9164.0
35707,tt0036341,The Seventh Victim,The Seventh Victim,0,1943,1943,71,"Drama,Horror,Mystery",6.7,7137.0
35708,tt0036342,Shadow of a Doubt,Shadow of a Doubt,0,1943,1943,108,"Film-Noir,Thriller",7.8,67182.0
35714,tt0036348,Sherlock Holmes Faces Death,Sherlock Holmes Faces Death,0,1943,1943,68,"Crime,Mystery,Romance",6.9,4799.0
35715,tt0036349,Sherlock Holmes in Washington,Sherlock Holmes in Washington,0,1943,1943,71,"Mystery,Thriller,War",6.7,4416.0
35728,tt0036363,The Sky's the Limit,The Sky's the Limit,0,1943,1943,89,"Comedy,Musical,Romance",6.3,1085.0
35732,tt0036367,So Proudly We Hail!,So Proudly We Hail!,0,1943,1943,126,"Drama,Romance,War",7.5,1860.0
35741,tt0036376,Son of Dracula,Son of Dracula,0,1943,1943,80,"Drama,Fantasy,Horror",6.1,5716.0
35742,tt0036377,The Song of Bernadette,The Song of Bernadette,0,1943,1943,156,"Biography,Drama,Mystery",7.6,7250.0
35749,tt0036384,Stage Door Canteen,Stage Door Canteen,0,1943,1943,132,"Comedy,Music,Romance",6.3,1742.0
35756,tt0036391,Stormy Weather,Stormy Weather,0,1943,1943,78,"Comedy,Drama,Music",7.3,2638.0
35765,tt0036400,Sanshiro Sugata,Sugata Sanshirô,0,1943,1943,79,"Action,Adventure,Drama",6.7,5231.0
35779,tt0036414,Tarzan Triumphs,Tarzan Triumphs,0,1943,1943,76,"Action,Adventure,War",6.2,2281.0
35786,tt0036422,Thank Your Lucky Stars,Thank Your Lucky Stars,0,1943,1943,127,"Comedy,Musical",6.8,1995.0
35794,tt0036430,This Is the Army,This Is the Army,0,1943,1943,121,Musical,5.8,1217.0
35795,tt0036431,This Land Is Mine,This Land Is Mine,0,1943,1943,103,"Drama,War",7.5,3462.0
35796,tt0036432,Thousands Cheer,Thousands Cheer,0,1943,1943,125,"Comedy,Drama,Musical",6.2,1139.0
35807,tt0036443,Titanic,Titanic,0,1943,1943,85,"Action,Drama,History",6.2,1649.0
35860,tt0036497,Victory Through Air Power,Victory Through Air Power,0,1943,1943,70,"Animation,Documentary,History",6.5,1088.0
35869,tt0036506,Day of Wrath,Vredens dag,0,1943,1943,97,"Drama,History",8.1,10580.0
35878,tt0036515,Watch on the Rhine,Watch on the Rhine,0,1943,1943,114,"Drama,Thriller",7.1,4653.0
35879,tt0036516,We Dive at Dawn,We Dive at Dawn,0,1943,1943,98,"Action,Drama,War",6.7,1573.0
35942,tt0036581,Address Unknown,Address Unknown,0,1944,1944,75,Drama,6.9,1095.0
35943,tt0036582,The Adventures of Mark Twain,The Adventures of Mark Twain,0,1944,1944,130,"Adventure,Biography,Drama",7.1,1268.0
35952,tt0036591,Ali Baba and the Forty Thieves,Ali Baba and the Forty Thieves,0,1944,1944,87,"Adventure,Fantasy,Romance",6.3,1306.0
35974,tt0036613,Arsenic and Old Lace,Arsenic and Old Lace,0,1944,1944,118,"Comedy,Crime,Thriller",7.9,72298.0
35988,tt0036628,Bathing Beauty,Bathing Beauty,0,1944,1944,101,"Comedy,Musical",6.4,1757.0
35989,tt0036629,The Battle of Russia,The Battle of Russia,0,1943,1943,83,"Documentary,History,War",7.1,1525.0
36001,tt0036641,Between Two Worlds,Between Two Worlds,0,1944,1944,112,"Action,Adventure,Drama",7.1,2217.0
36004,tt0036644,The Big Noise,The Big Noise,0,1944,1944,74,"Action,Adventure,Comedy",6.3,1326.0
36013,tt0036653,Bluebeard,Bluebeard,0,1944,1944,72,"Crime,Horror,Thriller",5.9,2025.0
36037,tt0036677,Buffalo Bill,Buffalo Bill,0,1944,1944,90,"Drama,Western",6.4,1607.0
36055,tt0036695,A Canterbury Tale,A Canterbury Tale,0,1944,1944,124,"Comedy,Drama,Mystery",7.4,6090.0
36056,tt0036696,The Canterville Ghost,The Canterville Ghost,0,1944,1944,95,"Comedy,Family,Fantasy",6.9,3157.0
36057,tt0036697,Captain America,Captain America,0,1944,1944,244,"Action,Adventure,Sci-Fi",5.3,1047.0
36059,tt0036699,Casanova Brown,Casanova Brown,0,1944,1944,94,"Comedy,Drama,Romance",6.2,1184.0
36065,tt0036705,Black Magic,Black Magic,0,1944,1944,67,Mystery,6.3,1427.0
36066,tt0036706,Charlie Chan in the Secret Service,Charlie Chan in the Secret Service,0,1944,1944,63,Mystery,6.2,1581.0
36068,tt0036709,Charlie Chan in the Chinese Cat,Charlie Chan in The Chinese Cat,0,1944,1944,66,"Comedy,Crime,Music",6.3,1420.0
36070,tt0036711,Christmas Holiday,Christmas Holiday,0,1944,1944,93,"Crime,Drama,Film-Noir",6.5,1528.0
36075,tt0036716,Cobra Woman,Cobra Woman,0,1944,1944,71,"Adventure,Drama,Romance",5.7,1197.0
36078,tt0036719,The Conspirators,The Conspirators,0,1944,1944,101,"Drama,Music,Romance",6.5,1464.0
36082,tt0036723,Cover Girl,Cover Girl,0,1944,1944,107,"Comedy,Music,Musical",6.7,5669.0
36089,tt0036731,Cry of the Werewolf,Cry of the Werewolf,0,1944,1944,63,"Crime,Drama,Horror",5.3,1101.0
36091,tt0036733,The Curse of the Cat People,The Curse of the Cat People,0,1944,1944,70,"Drama,Horror,Mystery",6.7,6786.0
36102,tt0036745,Dark Waters,Dark Waters,0,1944,1944,90,"Drama,Film-Noir,Mystery",6.5,1033.0
36105,tt0036748,Days of Glory,Days of Glory,0,1944,1944,86,"Drama,Romance,War",6.1,1378.0
36132,tt0036775,Double Indemnity,Double Indemnity,0,1944,1944,107,"Crime,Drama,Film-Noir",8.3,159666.0
36134,tt0036777,Dragon Seed,Dragon Seed,0,1944,1944,148,"Drama,History,Music",5.9,1285.0
36164,tt0036807,Experiment Perilous,Experiment Perilous,0,1944,1944,91,"Film-Noir,Romance,Thriller",6.4,1817.0
36175,tt0036818,The Punch Bowl,Die Feuerzangenbowle,0,1944,1944,97,Comedy,7.7,6335.0
36181,tt0036824,The Fighting Seabees,The Fighting Seabees,0,1944,1944,100,"Drama,Romance,War",6.4,3774.0
36212,tt0036855,Gaslight,Gaslight,0,1944,1944,114,"Crime,Drama,Mystery",7.8,30717.0
36225,tt0036868,The Best Years of Our Lives,The Best Years of Our Lives,0,1946,1946,170,"Drama,Romance,War",8.1,66425.0
36229,tt0036872,Going My Way,Going My Way,0,1944,1944,126,"Comedy,Drama,Music",7.0,12494.0
36237,tt0036880,The Great Moment,The Great Moment,0,1944,1944,83,"Biography,Drama",6.2,1022.0
36248,tt0036891,Hail the Conquering Hero,Hail the Conquering Hero,0,1944,1944,101,"Comedy,War",7.6,4893.0
36267,tt0036910,Henry V,The Chronicle History of King Henry the Fifth with His Battell Fought at Agincourt in France,0,1944,1944,137,"Biography,Drama,History",7.0,6687.0
36271,tt0036914,Torment,Hets,0,1944,1944,101,"Drama,Romance",7.3,3618.0
36279,tt0036922,Hollywood Canteen,Hollywood Canteen,0,1944,1944,124,"Comedy,Music,Romance",7.0,2310.0
36288,tt0036931,House of Frankenstein,House of Frankenstein,0,1944,1944,71,"Fantasy,Horror,Sci-Fi",6.2,7240.0
36297,tt0036940,I'll Be Seeing You,I'll Be Seeing You,0,1944,1944,85,"Drama,Family,Music",7.1,2389.0
36303,tt0036947,The Most Beautiful,Ichiban utsukushiku,0,1944,1944,85,Drama,5.7,2210.0
36309,tt0036953,In Society,In Society,0,1944,1944,75,"Action,Comedy,Crime",6.6,2040.0
36315,tt0036959,The Invisible Man's Revenge,The Invisible Man's Revenge,0,1944,1944,78,"Crime,Horror,Mystery",5.7,2381.0
36318,tt0036962,It Happened Tomorrow,It Happened Tomorrow,0,1944,1944,85,"Comedy,Fantasy",7.0,2642.0
36325,tt0036969,Jane Eyre,Jane Eyre,0,1943,1943,97,"Drama,Romance",7.5,9037.0
36338,tt0036983,The Keys of the Kingdom,The Keys of the Kingdom,0,1944,1944,137,"Drama,War",7.2,2866.0
36339,tt0036984,Kismet,Kismet,0,1944,1944,100,"Adventure,Fantasy",6.1,1213.0
36362,tt0037008,Laura,Laura,0,1944,1944,88,"Drama,Film-Noir,Mystery",7.9,48724.0
36371,tt0037017,Lifeboat,Lifeboat,0,1944,1944,97,"Drama,War",7.6,29852.0
36378,tt0037024,The Lodger,The Lodger,0,1944,1944,84,"Crime,Horror,Mystery",7.1,3738.0
36381,tt0037027,Lost in a Harem,Lost in a Harem,0,1944,1944,89,"Adventure,Comedy,Romance",6.3,1250.0
36408,tt0037054,Maria Candelaria,María Candelaria (Xochimilco),0,1944,1944,102,"Drama,Romance",7.4,1136.0
36409,tt0037055,The Mask of Dimitrios,The Mask of Dimitrios,0,1944,1944,95,"Crime,Drama,Film-Noir",7.2,3758.0
36413,tt0037059,Meet Me in St. Louis,Meet Me in St. Louis,0,1944,1944,113,"Comedy,Drama,Family",7.5,25644.0
36428,tt0037075,Ministry of Fear,Ministry of Fear,0,1944,1944,86,"Crime,Drama,Film-Noir",7.1,8319.0
36430,tt0037077,The Miracle of Morgan's Creek,The Miracle of Morgan's Creek,0,1944,1944,98,"Comedy,Romance,War",7.6,7701.0
36437,tt0037084,The Monster Maker,The Monster Maker,0,1944,1944,62,"Horror,Sci-Fi",4.8,1170.0
36446,tt0037094,Mr. Skeffington,Mr. Skeffington,0,1944,1944,146,"Drama,Romance",7.6,6315.0
36448,tt0037096,Mrs. Parkington,Mrs. Parkington,0,1944,1944,124,"Drama,Romance",7.0,1656.0
36450,tt0037098,The Mummy's Curse,The Mummy's Curse,0,1944,1944,60,"Action,Fantasy,Horror",5.4,3135.0
36451,tt0037099,The Mummy's Ghost,The Mummy's Ghost,0,1944,1944,61,"Fantasy,Horror",5.6,3158.0
36453,tt0037101,"Murder, My Sweet","Murder, My Sweet",0,1944,1944,95,"Crime,Drama,Film-Noir",7.5,14061.0
36472,tt0037120,National Velvet,National Velvet,0,1944,1944,123,"Drama,Family,Sport",7.3,7592.0
36487,tt0037135,None But the Lonely Heart,None But the Lonely Heart,0,1944,1944,113,"Drama,Romance",6.4,2622.0
36490,tt0037138,Nothing But Trouble,Nothing But Trouble,0,1944,1944,69,Comedy,6.3,1238.0
36502,tt0037150,Once Upon a Time,Once Upon a Time,0,1944,1944,89,"Comedy,Family,Fantasy",6.1,1043.0
36503,tt0037151,One Body Too Many,One Body Too Many,0,1944,1944,75,"Comedy,Horror,Mystery",5.4,1393.0
